,id,Адрес,Название достопримечательности,Общая оценка,Кол-во отзывов,Тип достопримечательности,Достопримечательность,adress_for_scrap,Широта,Долгота
255,255,"Mimar Sinan Carsisi Uskudar, Стамбул 34664 Турция",Mimar Sinan Bazaar,5.0,1 отзыв,Культурные объекты и достопримечательности,96. Mimar Sinan Bazaar,"Mimar Sinan Bazaar, Istanbul, Turkiye",41.0237969,29.01605862467876
256,256,Посетить веб-сайт,Plato Avm,3.5,7 отзывов,Торговые центры,97. Plato Avm,"Plato Avm, Istanbul, Turkiye",40.9694921,29.260945577557912
257,257,Подробнее,BlackOut Sisli,3.5,5 отзывов,Торговые центры,98. BlackOut Sisli,"BlackOut Sisli, Istanbul, Turkiye",,
258,258,"Mollafenari Mh Seref Efendi Sk No:24 Altun Center Kat:1 Nuruosmaniye Eminonu Fatih, Стамбул 34120 Турция",Lova Pırlanta,,Понедельник,Специализированные и сувенирные магазины,99. Lova Pırlanta,"Lova Pırlanta, Istanbul, Turkiye",41.0105744,28.9723225
259,259,Посетить веб-сайт,Home City,4.0,4 отзыва,Торговые центры,100. Home City,"Home City, Istanbul, Turkiye",,
260,260,Посетить веб-сайт,M1 Merkez,3.0,6 отзывов,Торговые центры,101. M1 Merkez,"M1 Merkez, Istanbul, Turkiye",41.1344539,29.0926456
261,261,Посетить веб-сайт,Kadak Alisveris Merkezi,,,Торговые центры,102. Kadak Alisveris Merkezi,"Kadak Alisveris Merkezi, Istanbul, Turkiye",,
262,262,"Üsküdar, Çavuşdere Cad., Стамбул 34674 Турция",Nevçarşı AVM Üsküdar,4.0,1 отзыв,Торговые центры,103. Nevçarşı AVM Üsküdar,"Nevçarşı AVM Üsküdar, Istanbul, Turkiye",,
263,263,Позвонить,Olympia Center Alisveris Merkezi,5.0,1 отзыв,Торговые центры,104. Olympia Center Alisveris Merkezi,"Olympia Center Alisveris Merkezi, Istanbul, Turkiye",,
264,264,"Barış Mah., Ataturk Bulv. Beylikduzu, Стамбул 34520 Турция",White Corner Avm,2.0,3 отзыва,Торговые центры,105. White Corner Avm,"White Corner Avm, Istanbul, Turkiye",40.99987415,28.64490532317953
265,265,,Beethoven Fashion Store Plussize,,,Торговые центры,106. Beethoven Fashion Store Plussize,"Beethoven Fashion Store Plussize, Istanbul, Turkiye",,
266,266,Позвонить,Kamelya Carsi,4.0,1 отзыв,Торговые центры,107. Kamelya Carsi,"Kamelya Carsi, Istanbul, Turkiye",40.99005235,29.129766616183957
267,267,"MahmutpasaYokuşu Tarihi Kürkçü Han upstairs No : 41, Стамбул 34120 Турция",Seyra Scarf,5.0,1 отзыв,Торговые центры,108. Seyra Scarf,"Seyra Scarf, Istanbul, Turkiye",,
268,268,Позвонить,Han Plus,3.5,4 отзыва,Торговые центры,109. Han Plus,"Han Plus, Istanbul, Turkiye",41.0328412,28.68150897038506
269,269,"Fatih Sultan Mehmet, M. Fevzi Çakmak Park İçi Yolu, Стамбул 34770 Турция",M1 Meydan Alisveris Merkezi,4.0,1 отзыв,Торговые центры,110. M1 Meydan Alisveris Merkezi,"M1 Meydan Alisveris Merkezi, Istanbul, Turkiye",41.024326849999994,29.12580347058163
270,270,"Dil Hayat Sok. No:11 Etiler, Стамбул 34337 Турция",Luxuria İstanbul,,Понедельник,Специализированные и сувенирные магазины,111. Luxuria İstanbul,"Luxuria İstanbul, Istanbul, Turkiye",,
271,271,Посетить веб-сайт,Metronom Alisveris ve Yasam Merkezi,3.0,1 отзыв,Торговые центры,112. Metronom Alisveris ve Yasam Merkezi,"Metronom Alisveris ve Yasam Merkezi, Istanbul, Turkiye",,
272,272,"Soganlik D-100 Kuzey Yanyol Cad. No:72 Soganlik Yeni Mah., Стамбул 34865 Турция",Anatolium,2.5,6 отзывов,Торговые центры,113. Anatolium,"Anatolium, Istanbul, Turkiye",40.918446700000004,29.175777056086414
273,273,"Kadırga Liman caddesi No94/C Küçük Ayasofya Mahallesi, Стамбул 34122 Турция",Özgür Üşümüş Sphinx Leather,,Понедельник,Торговые центры,114. Özgür Üşümüş Sphinx Leather,"Özgür Üşümüş Sphinx Leather, Istanbul, Turkiye",,
274,274,Посетить веб-сайт,Eskule Shopping Center,3.0,9 отзывов,Торговые центры,115. Eskule Shopping Center,"Eskule Shopping Center, Istanbul, Turkiye",,
275,275,Подробнее,Mavis Alisveris Merkezi,,,Торговые центры,116. Mavis Alisveris Merkezi,"Mavis Alisveris Merkezi, Istanbul, Turkiye",,
276,276,Позвонить,Verde Molino Shopping Center,2.0,1 отзыв,Торговые центры,117. Verde Molino Shopping Center,"Verde Molino Shopping Center, Istanbul, Turkiye",,
277,277,"Abdi İpekçi Cad. Yenidoğan Mahallesi, Çizmeci İş Merkezi, No: 87/58, Стамбул 34040 Турция",Mert Giyim - İş Elbiseleri,,Понедельник,Торговые центры,118. Mert Giyim - İş Elbiseleri,"Mert Giyim - İş Elbiseleri, Istanbul, Turkiye",41.0573081,28.906647
278,278,Позвонить,Fitaş Sineması,5.0,1 отзыв,Торговые центры,119. Fitaş Sineması,"Fitaş Sineması, Istanbul, Turkiye",,
279,279,Посетить веб-сайт,Marka City,,,Торговые центры,120. Marka City,"Marka City, Istanbul, Turkiye",,
280,280,Посетить веб-сайт,Ihlamur Mall,3.0,1 отзыв,Торговые центры,121. Ihlamur Mall,"Ihlamur Mall, Istanbul, Turkiye",41.0403684,28.790391149999998
281,281,"Cendere Cd. No:28 Merkez Mah. Kagıthane, Стамбул 34406 Турция",Axis Avm,,,Торговые центры,122. Axis Avm,"Axis Avm, Istanbul, Turkiye",41.086366999999996,28.982114204019684
282,282,"Emniyetevlery, Sappir Avm/gris Kat Qmari , Eski Bu Emniyetevlery, sappir AVM/gris kat QMARI , Eski buyukdere caddesi, no:1 34415 kağithane, Стамбул 34417 Турция",Qmari,,,Торговые центры,123. Qmari,"Qmari, Istanbul, Turkiye",,
283,283,"Mollafenari Mah. Bab-ı Ali cad. No:15/1, Стамбул 34210 Турция",Diaz Mücevher SAN. ve TİC. A.Ş.,,Понедельник,Торговые центры,124. Diaz Mücevher SAN. ve TİC. A.Ş.,"Diaz Mücevher SAN. ve TİC. A.Ş., Istanbul, Turkiye",,
284,284,Посетить веб-сайт,Selçuk yıldırım,,,Торговые центры,125. Selçuk yıldırım,"Selçuk yıldırım, Istanbul, Turkiye",,
285,285,Позвонить,Kule Carsi,,,Торговые центры,126. Kule Carsi,"Kule Carsi, Istanbul, Turkiye",41.003881500000006,28.65625230468097
286,286,Посетить веб-сайт,Evaç Mobilya,,Понедельник,Торговые центры,127. Evaç Mobilya,"Evaç Mobilya, Istanbul, Turkiye",,
287,287,Посетить веб-сайт,Fur Leather İstanbul,,Понедельник,Торговые центры,128. Fur Leather İstanbul,"Fur Leather İstanbul, Istanbul, Turkiye",40.9908971,28.9022716
288,288,Позвонить,Paradise Alisveris Merkezi,2.0,7 отзывов,Торговые центры,129. Paradise Alisveris Merkezi,"Paradise Alisveris Merkezi, Istanbul, Turkiye",,
289,289,Посетить веб-сайт,Arcadium Alisveris Merkezi,,,Торговые центры,130. Arcadium Alisveris Merkezi,"Arcadium Alisveris Merkezi, Istanbul, Turkiye",,
290,290,Позвонить,Beylicium Alisveris ve Yasam Merkezi,2.5,11 отзывов,Торговые центры,131. Beylicium Alisveris ve Yasam Merkezi,"Beylicium Alisveris ve Yasam Merkezi, Istanbul, Turkiye",,
291,291,Позвонить,Outland,,,Торговые центры,132. Outland,"Outland, Istanbul, Turkiye",,
292,292,"Süleymaniye mahallesi, ismetiye caddesi, No:16/A 16/a, Стамбул 34116 Турция",Mr Eds Istanbul,,,Торговые центры,133. Mr Eds Istanbul,"Mr Eds Istanbul, Istanbul, Turkiye",41.0087494,29.187840457585118
293,293,Позвонить,Carium Alisveris Merkezi,2.0,2 отзыва,Торговые центры,134. Carium Alisveris Merkezi,"Carium Alisveris Merkezi, Istanbul, Turkiye",,
294,294,"Zeytinlik Mahallesi, Ebuziya Caddesi No:1/2 Ebuziya Caddesi,yürüyüş yolu, Стамбул 34140 Турция",Sardinelli,,Понедельник,Торговые центры,135. Sardinelli,"Sardinelli, Istanbul, Turkiye",,
295,295,"Madenler Mahallesi, Idealistkent Caddesi No: 3-5 Umraniye, Стамбул 34776 Турция",IdealistPark AVM,2.5,5 отзывов,Торговые центры,136. IdealistPark AVM,"IdealistPark AVM, Istanbul, Turkiye",,
296,296,"20a Akşemsettin caddesi, Стамбул 34000 Турция",Sultan Baharat,,Понедельник,Торговые центры,137. Sultan Baharat,"Sultan Baharat, Istanbul, Turkiye",41.0190522200059,28.939381263163508
297,297,"Güzelyurt, MutfakCenter, 38. Sk. No:1 Güzelyurt, MutfakCenter, 38. Sk. No:1, Стамбул 34515 Турция",One Home 34,,Понедельник,Торговые центры,138. One Home 34,"One Home 34, Istanbul, Turkiye",,
298,298,"Demiray Sokak, No.12 Fetih mahallesi, Mobilyacılar Sitesi, Demiray Sokak, No.12, Стамбул 34704 Турция",Aktifbebek,,,Торговые центры,139. Aktifbebek,"Aktifbebek, Istanbul, Turkiye",,
299,299,"Mercan, Uzun Çarşı Cd. No:16, Стамбул 34116 Турция",Artiz Jewelry,,,Торговые центры,140. Artiz Jewelry,"Artiz Jewelry, Istanbul, Turkiye",,
300,300,Посетить веб-сайт,Fur Leather Istanbul,,Понедельник,Торговые центры,141. Fur Leather Istanbul,"Fur Leather Istanbul, Istanbul, Turkiye",40.9908971,28.9022716
301,301,"Mercan, Uzun Çarşı Cd. No:16, Стамбул 34116 Турция",Artiz Jewelry,,Понедельник,Торговые центры,142. Artiz Jewelry,"Artiz Jewelry, Istanbul, Turkiye",,
302,302,Позвонить,Phrugstore,,Понедельник,Специализированные и сувенирные магазины,143. Phrugstore,"Phrugstore, Istanbul, Turkiye",,
303,303,Позвонить,Parkway Shopping Center,,,Торговые центры,144. Parkway Shopping Center,"Parkway Shopping Center, Istanbul, Turkiye",,
304,304,"Molla Fenari Sokak No.38 Cagaloğlu Fatih Fatih Istanbul, Стамбул 34093 Турция",Jager Diamond,,,Древние руины,145. Jager Diamond,"Jager Diamond, Istanbul, Turkiye",,
305,305,Посетить веб-сайт,Besyildiz Alisveris Merkezi,1.5,4 отзыва,Торговые центры,146. Besyildiz Alisveris Merkezi,"Besyildiz Alisveris Merkezi, Istanbul, Turkiye",41.0289247,29.1762078
306,306,"Binbirdirek, Peykhane Cd. No:47/a, 34122 Fatih/i̇stanbul No:47/a,, Стамбул 34122 Турция",Etnik Halıcılık,,,Торговые центры,147. Etnik Halıcılık,"Etnik Halıcılık, Istanbul, Turkiye",,
307,307,"Ayazağa , Azerbaycan Caddesi No:3/c Sarıyer, Стамбул 34396 Турция",Vadistanbul Alışveriş Merkezi,,,Торговые центры,148. Vadistanbul Alışveriş Merkezi,"Vadistanbul Alışveriş Merkezi, Istanbul, Turkiye",41.1073854,28.987477940227368
308,308,Эл. почта,Etnik Halıcılık,,,Торговые центры,149. Etnik Halıcılık,"Etnik Halıcılık, Istanbul, Turkiye",,
309,309,"Büyükdere Cd. No:185 Kanyon Alışveriş Merkezi Metro Katı, Стамбул 34394 Турция",Givin,,Понедельник,Специализированные и сувенирные магазины,150. Givin,"Givin, Istanbul, Turkiye",,
310,310,"Alemdar Mah. Alemdar Cad. Eminonu/Cagaloglu, Fatih, Стамбул 34122 Турция",Парк Гюльхане,4.5,3356 отзывов,Парки,1. Парк Гюльхане,"Парк Гюльхане, Istanbul, Turkiye",41.0130256,28.980901720442503
311,311,"Emirgan Korusu, Стамбул 34467 Турция",Emirgan Park,4.5,997 отзывов,Парки,2. Emirgan Park,"Emirgan Park, Istanbul, Turkiye",41.1090119,29.052517159600995
312,312,"Bebek Parkı No:16, Стамбул 34342 Турция",Bebek Park,4.5,371 отзыв,Парки,3. Bebek Park,"Bebek Park, Istanbul, Turkiye",41.0758381,29.043790043867926
313,313,"Ciragan Cad. Besiktas, Стамбул 34349 Турция",Yildiz Park,4.5,239 отзывов,Парки,4. Yildiz Park,"Yildiz Park, Istanbul, Turkiye",41.0478421,29.0156916
314,314,"Via Abdullahaga Cd, Стамбул 34674 Турция",Üsküdar Nakkaştepe Millet Bahçesi,4.5,27 отзывов,Национальные парки,5. Üsküdar Nakkaştepe Millet Bahçesi,"Üsküdar Nakkaştepe Millet Bahçesi, Istanbul, Turkiye",,
315,315,Посетить веб-сайт,Istanbul Dolphinarium,4.0,201 отзыв,Парки,6. Istanbul Dolphinarium,"Istanbul Dolphinarium, Istanbul, Turkiye",41.061755899999994,28.94310509480409
316,316,"Caddebostan, Стамбул 34728 Турция",Goztepe 60. Yil Parki,4.5,52 отзыва,Парки,7. Goztepe 60. Yil Parki,"Goztepe 60. Yil Parki, Istanbul, Turkiye",40.9693967,29.057735807656325
317,317,"Goztepe Mahallesi, Стамбул 34730 Турция",Ozgurluk Parki,4.5,47 отзывов,Парки,8. Ozgurluk Parki,"Ozgurluk Parki, Istanbul, Turkiye",41.000956099999996,28.90307885225355
318,318,"Harbiye Mim Kemal Öke Cd, Стамбул 34365 Турция",Macka Parkı,4.0,103 отзыва,Парки,9. Macka Parkı,"Macka Parkı, Istanbul, Turkiye",41.0443082,28.99342054083285
319,319,Подробнее,Fethi Pasa Korusu,4.5,52 отзыва,Парки,10. Fethi Pasa Korusu,"Fethi Pasa Korusu, Istanbul, Turkiye",41.0327055,29.02743486832357
320,320,"Beykoz Cd, Стамбул 34986 Турция",Polonezkoy Tabiat Parki,4.0,50 отзывов,Природные и заповедные зоны,11. Polonezkoy Tabiat Parki,"Polonezkoy Tabiat Parki, Istanbul, Turkiye",41.1067767,29.196429339811452
321,321,"Asker Ocagı Cd. Gumussuyu Mah., Стамбул 34437 Турция",Taksim Gezi Park,4.0,307 отзывов,Парки,12. Taksim Gezi Park,"Taksim Gezi Park, Istanbul, Turkiye",41.0388346,28.987030843823945
322,322,Подробнее,Ulus Parki,4.0,64 отзыва,Парки,13. Ulus Parki,"Ulus Parki, Istanbul, Turkiye",41.064028,29.0320536
323,323,"Çamlıtepe, Стамбул 34457 Турция",Atatürk Kent Ormanı,5.0,9 отзывов,Парки,14. Atatürk Kent Ormanı,"Atatürk Kent Ormanı, Istanbul, Turkiye",41.1343219,29.033342314862992
324,324,"Turgut Özal Blv. No:223, Стамбул 34844 Турция",Maltepe Sahil Parkı,5.0,12 отзывов,Парки,15. Maltepe Sahil Parkı,"Maltepe Sahil Parkı, Istanbul, Turkiye",,
325,325,,Fatih Korusu,4.5,8 отзывов,Парки,16. Fatih Korusu,"Fatih Korusu, Istanbul, Turkiye",41.090056149999995,29.07100495548854
326,326,"Bahçeşehir 1 Kısım Mahallesi, Стамбул 34488 Турция",Golet Park,4.5,13 отзывов,Парки,17. Golet Park,"Golet Park, Istanbul, Turkiye",41.2355825,28.1958655
327,327,"Küçüksu Cd. No: 2010 Saray Mahallesi, Umraniye, Стамбул 34768 Турция",Ümraniye Belediyesi Millet Bahçesi,4.5,8 отзывов,Парки,18. Ümraniye Belediyesi Millet Bahçesi,"Ümraniye Belediyesi Millet Bahçesi, Istanbul, Turkiye",,
328,328,"Hatboyu Cd. No:109 Fatih, Стамбул 34290 Турция",Kucukcekmece Gol Parki,4.5,12 отзывов,Парки,19. Kucukcekmece Gol Parki,"Kucukcekmece Gol Parki, Istanbul, Turkiye",,
329,329,"Küçük Çamlıca Cd. No: 56, Стамбул 34696 Турция",Küçük Çamlıca Korusu,4.5,6 отзывов,Парки,20. Küçük Çamlıca Korusu,"Küçük Çamlıca Korusu, Istanbul, Turkiye",41.01784945,29.065341519362725
330,330,Подробнее,Tophane Parki,3.5,49 отзывов,Парки,21. Tophane Parki,"Tophane Parki, Istanbul, Turkiye",41.02695305,28.981797656909364
331,331,,Florya Ataturk Ormani,4.0,9 отзывов,Парки,22. Florya Ataturk Ormani,"Florya Ataturk Ormani, Istanbul, Turkiye",,
332,332,"Aydinli Mahallesi, Aydinli Yolu Caddesi Tuzla, Стамбул 34947 Турция",Tuzla Belediyesi Selale Egitim Parki,4.0,17 отзывов,Парки,23. Tuzla Belediyesi Selale Egitim Parki,"Tuzla Belediyesi Selale Egitim Parki, Istanbul, Turkiye",40.853815,29.313477
333,333,"Caferaga, Стамбул 34710 Турция",Moda Park,4.5,4 отзыва,Парки,24. Moda Park,"Moda Park, Istanbul, Turkiye",40.9877107,29.027339362903227
334,334,"Sarayburnu Parkı, Стамбул 34096 Турция",Sarayburnu Parkı,5.0,5 отзывов,Парки,25. Sarayburnu Parkı,"Sarayburnu Parkı, Istanbul, Turkiye",41.01609235,28.986540090200435
335,335,,Ataturk Parki,4.5,13 отзывов,Парки,26. Ataturk Parki,"Ataturk Parki, Istanbul, Turkiye",41.0338843,28.91274056136962
336,336,Подробнее,Fatih Ormani,4.0,9 отзывов,Парки,27. Fatih Ormani,"Fatih Ormani, Istanbul, Turkiye",41.13309985,29.01580856836994
337,337,"Cankurtaran Mh. Atmeydani Cd. No: 5, Стамбул 34122 Турция",Sultanahmet Arkeolojik Park,4.0,17 отзывов,Парки,28. Sultanahmet Arkeolojik Park,"Sultanahmet Arkeolojik Park, Istanbul, Turkiye",,
338,338,,Beykoz Korusu,5.0,3 отзыва,Парки,29. Beykoz Korusu,"Beykoz Korusu, Istanbul, Turkiye",41.13329615,29.10022065089673
339,339,"Zeyrek Mh. Buyuk Karaman Cd. No: 53 Fatih, Bozdogan Su Kemeri Yani, Tayyare Sehitleri Abidesi Yani, Стамбул 34083 Турция",Fatih Anit Parki,4.0,16 отзывов,Парки,30. Fatih Anit Parki,"Fatih Anit Parki, Istanbul, Turkiye",41.0157882,28.954433669869438
340,340,,Sahil Park,4.5,7 отзывов,Парки,31. Sahil Park,"Sahil Park, Istanbul, Turkiye",40.814498,29.307312
341,341,"Ayakapı Sahili, Стамбул 34087 Турция",Ibb Halic Nedim Parki,4.0,21 отзыв,Парки,32. Ibb Halic Nedim Parki,"Ibb Halic Nedim Parki, Istanbul, Turkiye",,
342,342,,Bakırköy Sahili,4.0,5 отзывов,Парки,33. Bakırköy Sahili,"Bakırköy Sahili, Istanbul, Turkiye",,
343,343,Позвонить,Yildiz Korusu,4.5,13 отзывов,Парки,34. Yildiz Korusu,"Yildiz Korusu, Istanbul, Turkiye",,
344,344,,Orhangazi Sehir Parki,4.5,16 отзывов,Парки,35. Orhangazi Sehir Parki,"Orhangazi Sehir Parki, Istanbul, Turkiye",40.92637645,29.119254515401202
345,345,Подробнее,Sanatcilar Parki,4.5,21 отзыв,Парки,36. Sanatcilar Parki,"Sanatcilar Parki, Istanbul, Turkiye",41.082810300000006,29.029868046363234
346,346,Подробнее,Dikilitas Parki,4.0,16 отзывов,Парки,37. Dikilitas Parki,"Dikilitas Parki, Istanbul, Turkiye",41.0560598,29.00450234743034
347,347,,Incekum MaceraPark,4.0,20 отзывов,Парки,38. Incekum MaceraPark,"Incekum MaceraPark, Istanbul, Turkiye",,
348,348,,Florya Sahil Parkı,4.5,2 отзыва,Парки,39. Florya Sahil Parkı,"Florya Sahil Parkı, Istanbul, Turkiye",40.968606699999995,28.79431837137593
349,349,Подробнее,Sanatkarlar Parki,4.0,14 отзывов,Парки,40. Sanatkarlar Parki,"Sanatkarlar Parki, Istanbul, Turkiye",41.0283342,28.982888619418382
350,350,"Fevzi Çakmak Mahallesi, D-100 No. 1 Pendik, Стамбул 34899 Турция",Pendik Millet Bahçesi,3.5,2 отзыва,Парки,41. Pendik Millet Bahçesi,"Pendik Millet Bahçesi, Istanbul, Turkiye",40.88369195,29.254553286822834
351,351,"Fener Cd. No:21 Balibey Mahallesi, Стамбул 34980 Турция",Kavala Parkı,4.5,3 отзыва,Парки,42. Kavala Parkı,"Kavala Parkı, Istanbul, Turkiye",41.17813073915874,29.61454227148064
352,352,Подробнее,Paşa Limanı Parkı,5.0,1 отзыв,Парки,43. Paşa Limanı Parkı,"Paşa Limanı Parkı, Istanbul, Turkiye",,
353,353,Подробнее,Sarachane Arkeoloji Parki,3.0,5 отзывов,Парки,44. Sarachane Arkeoloji Parki,"Sarachane Arkeoloji Parki, Istanbul, Turkiye",,
354,354,,Topkapı Kültür Park,4.5,2 отзыва,Парки,45. Topkapı Kültür Park,"Topkapı Kültür Park, Istanbul, Turkiye",,
355,355,,Findikli Parki,3.5,10 отзывов,Парки,46. Findikli Parki,"Findikli Parki, Istanbul, Turkiye",41.03153975,28.990114684339034
356,356,"Sultan Ahmet, Sultanahmet Meydanı, Стамбул 34122 Турция",Mehmet Akif Ersoy Parki,4.0,3 отзыва,Парки,47. Mehmet Akif Ersoy Parki,"Mehmet Akif Ersoy Parki, Istanbul, Turkiye",40.9976426,28.932481556307707
357,357,Подробнее,Balat Parki,5.0,1 отзыв,Парки,48. Balat Parki,"Balat Parki, Istanbul, Turkiye",,
358,358,,Fenerbahçe parkı,4.0,2 отзыва,Парки,49. Fenerbahçe parkı,"Fenerbahçe parkı, Istanbul, Turkiye",40.967818199999996,29.03448994467198
359,359,"Fetihtepe, Halıcıoğlu Yanyolu Cd. No:29, Стамбул 34445 Турция",Sivas Parki,4.0,2 отзыва,Парки,50. Sivas Parki,"Sivas Parki, Istanbul, Turkiye",,
360,360,Посетить веб-сайт,Bakirkoy Botanik Park,3.0,4 отзыва,Парки,51. Bakirkoy Botanik Park,"Bakirkoy Botanik Park, Istanbul, Turkiye",40.9984838,28.878830588913956
361,361,Подробнее,Haliç Seyir Parkı,4.0,1 отзыв,Парки,52. Haliç Seyir Parkı,"Haliç Seyir Parkı, Istanbul, Turkiye",,
362,362,Подробнее,Omer Avni Parki,3.0,4 отзыва,Парки,53. Omer Avni Parki,"Omer Avni Parki, Istanbul, Turkiye",,
363,363,,Erguvan Baris Parki,4.0,6 отзывов,Парки,54. Erguvan Baris Parki,"Erguvan Baris Parki, Istanbul, Turkiye",40.98753255,29.118792593745106
364,364,Подробнее,Şairler Sofası Parkı,4.0,3 отзыва,Парки,55. Şairler Sofası Parkı,"Şairler Sofası Parkı, Istanbul, Turkiye",,
365,365,"Fener Cd. No:3, Стамбул 34980 Турция",Maşatlık Parkı,5.0,2 отзыва,Парки,56. Maşatlık Parkı,"Maşatlık Parkı, Istanbul, Turkiye",41.1798098,29.613469163490937
366,366,"Bebek, Bebek Parkı No:16, Стамбул 34342 Турция",Bebek Park,5.0,1 отзыв,Парки,57. Bebek Park,"Bebek Park, Istanbul, Turkiye",41.0758381,29.043790043867926
367,367,"Kosuyolu, Стамбул 34718 Турция",Kosuyolu Parki,5.0,1 отзыв,Парки,58. Kosuyolu Parki,"Kosuyolu Parki, Istanbul, Turkiye",41.00878015,29.039799396699674
368,368,Подробнее,Agaclaralti Parki,3.0,4 отзыва,Парки,59. Agaclaralti Parki,"Agaclaralti Parki, Istanbul, Turkiye",,
369,369,"Abdurrahmangazi, Ebubekir Cd, Стамбул 34887 Турция",Sancaktepe Meydan Parkı,,,Парки,60. Sancaktepe Meydan Parkı,"Sancaktepe Meydan Parkı, Istanbul, Turkiye",40.992845200000005,29.228882960116596
370,370,"Bahçıvan Çk. No:4, Стамбул 34087 Турция",Kariye Şehir Parkı,4.0,1 отзыв,Парки,61. Kariye Şehir Parkı,"Kariye Şehir Parkı, Istanbul, Turkiye",41.0316836,28.9399151
371,371,,Kültür Park,5.0,1 отзыв,Парки,62. Kültür Park,"Kültür Park, Istanbul, Turkiye",41.0226865,28.57489768103869
372,372,"Ataturk Blv. No:28, Beylikduzu, Стамбул 34520 Турция",Life Valley City Park,4.0,1 отзыв,Парки,63. Life Valley City Park,"Life Valley City Park, Istanbul, Turkiye",,
373,373,Позвонить,Sehit Celal Demir Parki,3.5,4 отзыва,Парки,64. Sehit Celal Demir Parki,"Sehit Celal Demir Parki, Istanbul, Turkiye",,
374,374,,Haliç Nilüfer Parkı,4.0,1 отзыв,Парки,65. Haliç Nilüfer Parkı,"Haliç Nilüfer Parkı, Istanbul, Turkiye",,
375,375,"Barbaros Bulvarı Yıldız, Стамбул 34353 Турция",Yahya Kemal Parkı,5.0,1 отзыв,Парки,66. Yahya Kemal Parkı,"Yahya Kemal Parkı, Istanbul, Turkiye",41.04805425,29.008669019527343
376,376,,Prof.Dr.Kriton Curi Parkı,4.0,1 отзыв,Парки,67. Prof.Dr.Kriton Curi Parkı,"Prof.Dr.Kriton Curi Parkı, Istanbul, Turkiye",40.976438900000005,29.093706200915403
377,377,"Kalenderhane, Стамбул 34134 Турция",50. Yil Parki,4.0,1 отзыв,Парки,68. 50. Yil Parki,"50. Yil Parki, Istanbul, Turkiye",41.09147325,28.868903061241056
378,378,,IBB Dua tepe parkı,,,Парки,69. IBB Dua tepe parkı,"IBB Dua tepe parkı, Istanbul, Turkiye",,
379,379,"Beylerbeyi Parkı İçi Yolu, Стамбул 34676 Турция",Beylerbi Parki,4.0,1 отзыв,Парки,70. Beylerbi Parki,"Beylerbi Parki, Istanbul, Turkiye",,
380,380,"Selvilik Cad. Kirişçi sokak Üsküdar, Стамбул 34674 Турция",Üsküdar Sultantepe Parkı,4.0,1 отзыв,Парки,71. Üsküdar Sultantepe Parkı,"Üsküdar Sultantepe Parkı, Istanbul, Turkiye",,
381,381,"Büyükçekmece / 19 mayıs mahallesi, Стамбул 34500 Турция",100. Yıl Çanakkale Şehitler Parkı,4.0,2 отзыва,Парки,72. 100. Yıl Çanakkale Şehitler Parkı,"100. Yıl Çanakkale Şehitler Parkı, Istanbul, Turkiye",41.0243163,28.5821547
382,382,Подробнее,Acisu Parki,3.5,2 отзыва,Парки,73. Acisu Parki,"Acisu Parki, Istanbul, Turkiye",,
383,383,"Büyükçekmece / 19 Mayıs Parkı, Стамбул 34500 Турция",19 Mayıs Parkı,4.0,1 отзыв,Парки,74. 19 Mayıs Parkı,"19 Mayıs Parkı, Istanbul, Turkiye",40.976030050000006,29.08510168445031
384,384,"Mimarsinan Mahallesi/Büyükçekmece, Стамбул 34500 Турция",İBB Mimarsinan Sahil ATATÜRK Parkı,5.0,1 отзыв,Парки,75. İBB Mimarsinan Sahil ATATÜRK Parkı,"İBB Mimarsinan Sahil ATATÜRK Parkı, Istanbul, Turkiye",41.0160925,28.5604373
385,385,"Ahmediye, Kefçedede Sok., 34668 Üsküdar, Стамбул 34668 Турция",Üsküdar Belediyesi Öğretmenler Parkı,5.0,1 отзыв,Парки,76. Üsküdar Belediyesi Öğretmenler Parkı,"Üsküdar Belediyesi Öğretmenler Parkı, Istanbul, Turkiye",,
386,386,"Thy Sitesi Yolu 1 N, Стамбул 34347 Турция",Ortaköy Ulus Meyve Bahcesi,,,Парки,77. Ortaköy Ulus Meyve Bahcesi,"Ortaköy Ulus Meyve Bahcesi, Istanbul, Turkiye",41.05805484214706,29.027142918630116
387,387,Посетить веб-сайт,Hayrola Lunapark,,Понедельник,,78. Hayrola Lunapark,"Hayrola Lunapark, Istanbul, Turkiye",,
388,388,,Cukurbostan Sehir Parki,,,Парки,79. Cukurbostan Sehir Parki,"Cukurbostan Sehir Parki, Istanbul, Turkiye",,
389,389,"İmrahor Caddesi, No.7, Стамбул 59000 Турция",Ertuğrul Fırkateyni,,,Парки,80. Ertuğrul Fırkateyni,"Ertuğrul Fırkateyni, Istanbul, Turkiye",41.22088354522634,28.73894236170049
390,390,Подробнее,Seferikoz Parki,3.0,6 отзывов,Парки,81. Seferikoz Parki,"Seferikoz Parki, Istanbul, Turkiye",,
391,391,Посетить веб-сайт,Megi Kids,,,Парки,82. Megi Kids,"Megi Kids, Istanbul, Turkiye",,
392,392,Посетить веб-сайт,Deniz Gezmiş Parkı Ataşehir,,,Парки,83. Deniz Gezmiş Parkı Ataşehir,"Deniz Gezmiş Parkı Ataşehir, Istanbul, Turkiye",40.999915599999994,29.09500979621295
